user_id,timestamp,channel,campaign,conversion,timestamp_utc,timestamp_ist,date,hour,day_name,conversion_flag,touchpoint_order,journey_length,linear_credit
10654,2025-02-11 17:14:00,Email,Retargeting,yes,2025-02-11 17:14:00+00:00,2025-02-11 22:44:00+05:30,2025-02-11,17,Tuesday,1,8,10,0.1
10654,2025-02-11 19:49:54,Display Ads,Discount Offer,yes,2025-02-11 19:49:54+00:00,2025-02-12 01:19:54+05:30,2025-02-11,19,Tuesday,1,9,10,0.1
10654,2025-02-11 22:26:45,Social Media,New Product Launch,no,2025-02-11 22:26:45+00:00,2025-02-12 03:56:45+05:30,2025-02-11,22,Tuesday,0,10,10,0.0
10665,2025-02-10 03:47:31,Referral,Winter Sale,yes,2025-02-10 03:47:31+00:00,2025-02-10 09:17:31+05:30,2025-02-10,3,Monday,1,1,2,0.5
10665,2025-02-11 20:27:41,Referral,Retargeting,yes,2025-02-11 20:27:41+00:00,2025-02-12 01:57:41+05:30,2025-02-11,20,Tuesday,1,2,2,0.5
10668,2025-02-10 16:40:19,Direct Traffic,nan,no,2025-02-10 16:40:19+00:00,2025-02-10 22:10:19+05:30,2025-02-10,16,Monday,0,1,7,0.0
10668,2025-02-10 18:19:25,Direct Traffic,nan,yes,2025-02-10 18:19:25+00:00,2025-02-10 23:49:25+05:30,2025-02-10,18,Monday,1,2,7,0.14285714285714285
10668,2025-02-10 21:26:54,Direct Traffic,nan,no,2025-02-10 21:26:54+00:00,2025-02-11 02:56:54+05:30,2025-02-10,21,Monday,0,3,7,0.0
10668,2025-02-11 07:39:45,Referral,Retargeting,yes,2025-02-11 07:39:45+00:00,2025-02-11 13:09:45+05:30,2025-02-11,7,Tuesday,1,4,7,0.14285714285714285
10668,2025-02-11 13:34:11,Search Ads,New Product Launch,yes,2025-02-11 13:34:11+00:00,2025-02-11 19:04:11+05:30,2025-02-11,13,Tuesday,1,5,7,0.14285714285714285
10668,2025-02-11 14:54:39,Direct Traffic,nan,no,2025-02-11 14:54:39+00:00,2025-02-11 20:24:39+05:30,2025-02-11,14,Tuesday,0,6,7,0.0
10668,2025-02-11 23:44:14,Display Ads,Brand Awareness,no,2025-02-11 23:44:14+00:00,2025-02-12 05:14:14+05:30,2025-02-11,23,Tuesday,0,7,7,0.0
10673,2025-02-10 02:33:37,Display Ads,Retargeting,yes,2025-02-10 02:33:37+00:00,2025-02-10 08:03:37+05:30,2025-02-10,2,Monday,1,1,4,0.25
10673,2025-02-11 04:08:41,Direct Traffic,nan,yes,2025-02-11 04:08:41+00:00,2025-02-11 09:38:41+05:30,2025-02-11,4,Tuesday,1,2,4,0.25
10673,2025-02-11 05:18:03,Referral,nan,no,2025-02-11 05:18:03+00:00,2025-02-11 10:48:03+05:30,2025-02-11,5,Tuesday,0,3,4,0.0
10673,2025-02-11 12:48:55,Referral,New Product Launch,yes,2025-02-11 12:48:55+00:00,2025-02-11 18:18:55+05:30,2025-02-11,12,Tuesday,1,4,4,0.25
10685,2025-02-10 01:43:44,Display Ads,Brand Awareness,yes,2025-02-10 01:43:44+00:00,2025-02-10 07:13:44+05:30,2025-02-10,1,Monday,1,1,6,0.16666666666666666
10685,2025-02-10 07:03:55,Referral,Brand Awareness,no,2025-02-10 07:03:55+00:00,2025-02-10 12:33:55+05:30,2025-02-10,7,Monday,0,2,6,0.0
10685,2025-02-10 22:21:01,Search Ads,New Product Launch,yes,2025-02-10 22:21:01+00:00,2025-02-11 03:51:01+05:30,2025-02-10,22,Monday,1,3,6,0.16666666666666666
10685,2025-02-11 01:30:05,Email,nan,yes,2025-02-11 01:30:05+00:00,2025-02-11 07:00:05+05:30,2025-02-11,1,Tuesday,1,4,6,0.16666666666666666
10685,2025-02-11 06:18:13,Email,Discount Offer,yes,2025-02-11 06:18:13+00:00,2025-02-11 11:48:13+05:30,2025-02-11,6,Tuesday,1,5,6,0.16666666666666666
10685,2025-02-11 10:08:31,Display Ads,nan,no,2025-02-11 10:08:31+00:00,2025-02-11 15:38:31+05:30,2025-02-11,10,Tuesday,0,6,6,0.0
10690,2025-02-10 02:17:10,Display Ads,nan,yes,2025-02-10 02:17:10+00:00,2025-02-10 07:47:10+05:30,2025-02-10,2,Monday,1,1,5,0.2
10690,2025-02-10 07:40:34,Display Ads,Discount Offer,yes,2025-02-10 07:40:34+00:00,2025-02-10 13:10:34+05:30,2025-02-10,7,Monday,1,2,5,0.2
10690,2025-02-10 08:32:38,Display Ads,nan,no,2025-02-10 08:32:38+00:00,2025-02-10 14:02:38+05:30,2025-02-10,8,Monday,0,3,5,0.0
10690,2025-02-10 19:03:13,Email,Discount Offer,yes,2025-02-10 19:03:13+00:00,2025-02-11 00:33:13+05:30,2025-02-10,19,Monday,1,4,5,0.2
10690,2025-02-11 04:20:14,Search Ads,New Product Launch,no,2025-02-11 04:20:14+00:00,2025-02-11 09:50:14+05:30,2025-02-11,4,Tuesday,0,5,5,0.0
10698,2025-02-10 02:15:56,Referral,New Product Launch,no,2025-02-10 02:15:56+00:00,2025-02-10 07:45:56+05:30,2025-02-10,2,Monday,0,1,3,0.0
10698,2025-02-10 08:31:40,Search Ads,Retargeting,no,2025-02-10 08:31:40+00:00,2025-02-10 14:01:40+05:30,2025-02-10,8,Monday,0,2,3,0.0
10698,2025-02-11 03:23:43,Display Ads,Brand Awareness,no,2025-02-11 03:23:43+00:00,2025-02-11 08:53:43+05:30,2025-02-11,3,Tuesday,0,3,3,0.0
10766,2025-02-10 15:17:42,Social Media,Brand Awareness,yes,2025-02-10 15:17:42+00:00,2025-02-10 20:47:42+05:30,2025-02-10,15,Monday,1,1,1,1.0
10781,2025-02-10 15:32:49,Display Ads,Winter Sale,no,2025-02-10 15:32:49+00:00,2025-02-10 21:02:49+05:30,2025-02-10,15,Monday,0,1,2,0.0
10781,2025-02-11 19:41:16,Direct Traffic,nan,no,2025-02-11 19:41:16+00:00,2025-02-12 01:11:16+05:30,2025-02-11,19,Tuesday,0,2,2,0.0
10843,2025-02-11 05:15:46,Email,Winter Sale,yes,2025-02-11 05:15:46+00:00,2025-02-11 10:45:46+05:30,2025-02-11,5,Tuesday,1,1,2,0.5
10843,2025-02-11 09:02:32,Referral,Brand Awareness,no,2025-02-11 09:02:32+00:00,2025-02-11 14:32:32+05:30,2025-02-11,9,Tuesday,0,2,2,0.0
10919,2025-02-10 00:51:13,Direct Traffic,nan,no,2025-02-10 00:51:13+00:00,2025-02-10 06:21:13+05:30,2025-02-10,0,Monday,0,1,2,0.0
10919,2025-02-10 14:14:04,Referral,Brand Awareness,no,2025-02-10 14:14:04+00:00,2025-02-10 19:44:04+05:30,2025-02-10,14,Monday,0,2,2,0.0
10925,2025-02-10 03:51:38,Email,Brand Awareness,yes,2025-02-10 03:51:38+00:00,2025-02-10 09:21:38+05:30,2025-02-10,3,Monday,1,1,6,0.16666666666666666
10925,2025-02-10 08:24:46,Search Ads,Discount Offer,no,2025-02-10 08:24:46+00:00,2025-02-10 13:54:46+05:30,2025-02-10,8,Monday,0,2,6,0.0
10925,2025-02-11 10:45:43,Display Ads,Retargeting,no,2025-02-11 10:45:43+00:00,2025-02-11 16:15:43+05:30,2025-02-11,10,Tuesday,0,3,6,0.0
10925,2025-02-11 15:42:44,Referral,Winter Sale,no,2025-02-11 15:42:44+00:00,2025-02-11 21:12:44+05:30,2025-02-11,15,Tuesday,0,4,6,0.0
10925,2025-02-11 17:18:38,Referral,nan,yes,2025-02-11 17:18:38+00:00,2025-02-11 22:48:38+05:30,2025-02-11,17,Tuesday,1,5,6,0.16666666666666666
10925,2025-02-11 17:49:56,Search Ads,nan,yes,2025-02-11 17:49:56+00:00,2025-02-11 23:19:56+05:30,2025-02-11,17,Tuesday,1,6,6,0.16666666666666666
11007,2025-02-11 22:53:37,Referral,Retargeting,no,2025-02-11 22:53:37+00:00,2025-02-12 04:23:37+05:30,2025-02-11,22,Tuesday,0,1,1,0.0
11058,2025-02-11 12:21:17,Search Ads,Brand Awareness,no,2025-02-11 12:21:17+00:00,2025-02-11 17:51:17+05:30,2025-02-11,12,Tuesday,0,1,3,0.0
11058,2025-02-11 16:27:33,Email,Winter Sale,no,2025-02-11 16:27:33+00:00,2025-02-11 21:57:33+05:30,2025-02-11,16,Tuesday,0,2,3,0.0
11058,2025-02-11 22:50:54,Referral,Brand Awareness,yes,2025-02-11 22:50:54+00:00,2025-02-12 04:20:54+05:30,2025-02-11,22,Tuesday,1,3,3,0.3333333333333333
11107,2025-02-10 17:44:11,Referral,nan,no,2025-02-10 17:44:11+00:00,2025-02-10 23:14:11+05:30,2025-02-10,17,Monday,0,1,2,0.0
11107,2025-02-10 23:07:49,Social Media,Brand Awareness,yes,2025-02-10 23:07:49+00:00,2025-02-11 04:37:49+05:30,2025-02-10,23,Monday,1,2,2,0.5
11177,2025-02-10 00:03:01,Display Ads,New Product Launch,no,2025-02-10 00:03:01+00:00,2025-02-10 05:33:01+05:30,2025-02-10,0,Monday,0,1,3,0.0
11177,2025-02-10 10:57:40,Search Ads,nan,yes,2025-02-10 10:57:40+00:00,2025-02-10 16:27:40+05:30,2025-02-10,10,Monday,1,2,3,0.3333333333333333
11177,2025-02-11 13:25:23,Search Ads,New Product Launch,no,2025-02-11 13:25:23+00:00,2025-02-11 18:55:23+05:30,2025-02-11,13,Tuesday,0,3,3,0.0
11186,2025-02-10 02:52:01,Social Media,Winter Sale,yes,2025-02-10 02:52:01+00:00,2025-02-10 08:22:01+05:30,2025-02-10,2,Monday,1,1,2,0.5
11186,2025-02-11 15:47:44,Social Media,Discount Offer,yes,2025-02-11 15:47:44+00:00,2025-02-11 21:17:44+05:30,2025-02-11,15,Tuesday,1,2,2,0.5
11209,2025-02-10 22:14:31,Email,Winter Sale,no,2025-02-10 22:14:31+00:00,2025-02-11 03:44:31+05:30,2025-02-10,22,Monday,0,1,3,0.0
11209,2025-02-10 22:18:23,Direct Traffic,nan,no,2025-02-10 22:18:23+00:00,2025-02-11 03:48:23+05:30,2025-02-10,22,Monday,0,2,3,0.0
11209,2025-02-10 23:08:34,Direct Traffic,nan,no,2025-02-10 23:08:34+00:00,2025-02-11 04:38:34+05:30,2025-02-10,23,Monday,0,3,3,0.0
11233,2025-02-10 07:59:45,Email,Discount Offer,yes,2025-02-10 07:59:45+00:00,2025-02-10 13:29:45+05:30,2025-02-10,7,Monday,1,1,4,0.25
11233,2025-02-11 08:04:35,Referral,Brand Awareness,no,2025-02-11 08:04:35+00:00,2025-02-11 13:34:35+05:30,2025-02-11,8,Tuesday,0,2,4,0.0
11233,2025-02-11 10:16:36,Referral,New Product Launch,no,2025-02-11 10:16:36+00:00,2025-02-11 15:46:36+05:30,2025-02-11,10,Tuesday,0,3,4,0.0
11233,2025-02-11 11:11:55,Email,Winter Sale,yes,2025-02-11 11:11:55+00:00,2025-02-11 16:41:55+05:30,2025-02-11,11,Tuesday,1,4,4,0.25
11257,2025-02-10 13:08:16,Email,Brand Awareness,no,2025-02-10 13:08:16+00:00,2025-02-10 18:38:16+05:30,2025-02-10,13,Monday,0,1,4,0.0
