user_id,timestamp,channel,campaign,conversion,timestamp_utc,timestamp_ist,date,hour,day_name,conversion_flag
81371,2025-02-10 04:28:11,Search Ads,Brand Awareness,no,2025-02-10 04:28:11+00:00,2025-02-10 09:58:11+05:30,2025-02-10,4,Monday,0
76909,2025-02-11 02:40:05,Display Ads,Retargeting,yes,2025-02-11 02:40:05+00:00,2025-02-11 08:10:05+05:30,2025-02-11,2,Tuesday,1
29914,2025-02-11 02:00:11,Display Ads,Retargeting,yes,2025-02-11 02:00:11+00:00,2025-02-11 07:30:11+05:30,2025-02-11,2,Tuesday,1
33255,2025-02-11 08:10:31,Email,nan,no,2025-02-11 08:10:31+00:00,2025-02-11 13:40:31+05:30,2025-02-11,8,Tuesday,0
32685,2025-02-10 22:59:07,Referral,Winter Sale,no,2025-02-10 22:59:07+00:00,2025-02-11 04:29:07+05:30,2025-02-10,22,Monday,0
28171,2025-02-11 10:26:35,Email,nan,yes,2025-02-11 10:26:35+00:00,2025-02-11 15:56:35+05:30,2025-02-11,10,Tuesday,1
32391,2025-02-10 17:20:03,Email,Brand Awareness,no,2025-02-10 17:20:03+00:00,2025-02-10 22:50:03+05:30,2025-02-10,17,Monday,0
82495,2025-02-10 01:32:50,Direct Traffic,nan,yes,2025-02-10 01:32:50+00:00,2025-02-10 07:02:50+05:30,2025-02-10,1,Monday,1
55755,2025-02-11 16:42:31,Display Ads,Brand Awareness,yes,2025-02-11 16:42:31+00:00,2025-02-11 22:12:31+05:30,2025-02-11,16,Tuesday,1
94548,2025-02-11 03:33:54,Direct Traffic,nan,no,2025-02-11 03:33:54+00:00,2025-02-11 09:03:54+05:30,2025-02-11,3,Tuesday,0
89180,2025-02-10 01:11:40,Direct Traffic,nan,no,2025-02-10 01:11:40+00:00,2025-02-10 06:41:40+05:30,2025-02-10,1,Monday,0
72532,2025-02-10 14:00:29,Search Ads,nan,yes,2025-02-10 14:00:29+00:00,2025-02-10 19:30:29+05:30,2025-02-10,14,Monday,1
53707,2025-02-10 04:51:48,Referral,Retargeting,yes,2025-02-10 04:51:48+00:00,2025-02-10 10:21:48+05:30,2025-02-10,4,Monday,1
57726,2025-02-11 20:24:10,Direct Traffic,nan,yes,2025-02-11 20:24:10+00:00,2025-02-12 01:54:10+05:30,2025-02-11,20,Tuesday,1
90253,2025-02-10 03:11:16,Direct Traffic,nan,yes,2025-02-10 03:11:16+00:00,2025-02-10 08:41:16+05:30,2025-02-10,3,Monday,1
57564,2025-02-10 05:37:37,Direct Traffic,nan,no,2025-02-10 05:37:37+00:00,2025-02-10 11:07:37+05:30,2025-02-10,5,Monday,0
29113,2025-02-10 04:09:23,Direct Traffic,nan,yes,2025-02-10 04:09:23+00:00,2025-02-10 09:39:23+05:30,2025-02-10,4,Monday,1
94722,2025-02-10 14:02:09,Referral,nan,no,2025-02-10 14:02:09+00:00,2025-02-10 19:32:09+05:30,2025-02-10,14,Monday,0
62079,2025-02-10 10:24:17,Email,Winter Sale,no,2025-02-10 10:24:17+00:00,2025-02-10 15:54:17+05:30,2025-02-10,10,Monday,0
63416,2025-02-10 10:38:06,Display Ads,Discount Offer,no,2025-02-10 10:38:06+00:00,2025-02-10 16:08:06+05:30,2025-02-10,10,Monday,0
89732,2025-02-10 09:27:51,Referral,Discount Offer,no,2025-02-10 09:27:51+00:00,2025-02-10 14:57:51+05:30,2025-02-10,9,Monday,0
15395,2025-02-11 07:00:01,Referral,Brand Awareness,yes,2025-02-11 07:00:01+00:00,2025-02-11 12:30:01+05:30,2025-02-11,7,Tuesday,1
33578,2025-02-11 06:49:10,Referral,Retargeting,yes,2025-02-11 06:49:10+00:00,2025-02-11 12:19:10+05:30,2025-02-11,6,Tuesday,1
57627,2025-02-11 23:05:41,Display Ads,nan,yes,2025-02-11 23:05:41+00:00,2025-02-12 04:35:41+05:30,2025-02-11,23,Tuesday,1
92974,2025-02-11 04:58:34,Social Media,Discount Offer,yes,2025-02-11 04:58:34+00:00,2025-02-11 10:28:34+05:30,2025-02-11,4,Tuesday,1
23599,2025-02-11 05:59:35,Direct Traffic,nan,no,2025-02-11 05:59:35+00:00,2025-02-11 11:29:35+05:30,2025-02-11,5,Tuesday,0
17614,2025-02-10 19:07:42,Search Ads,Retargeting,no,2025-02-10 19:07:42+00:00,2025-02-11 00:37:42+05:30,2025-02-10,19,Monday,0
15491,2025-02-10 16:33:03,Social Media,Retargeting,no,2025-02-10 16:33:03+00:00,2025-02-10 22:03:03+05:30,2025-02-10,16,Monday,0
69460,2025-02-10 16:55:36,Search Ads,Winter Sale,no,2025-02-10 16:55:36+00:00,2025-02-10 22:25:36+05:30,2025-02-10,16,Monday,0
35837,2025-02-11 04:46:49,Social Media,nan,no,2025-02-11 04:46:49+00:00,2025-02-11 10:16:49+05:30,2025-02-11,4,Tuesday,0
64703,2025-02-10 00:09:06,Referral,Retargeting,yes,2025-02-10 00:09:06+00:00,2025-02-10 05:39:06+05:30,2025-02-10,0,Monday,1
74876,2025-02-10 14:42:48,Search Ads,Discount Offer,no,2025-02-10 14:42:48+00:00,2025-02-10 20:12:48+05:30,2025-02-10,14,Monday,0
14398,2025-02-11 15:36:02,Referral,Discount Offer,yes,2025-02-11 15:36:02+00:00,2025-02-11 21:06:02+05:30,2025-02-11,15,Tuesday,1
73721,2025-02-11 12:51:57,Search Ads,Winter Sale,no,2025-02-11 12:51:57+00:00,2025-02-11 18:21:57+05:30,2025-02-11,12,Tuesday,0
89340,2025-02-10 23:25:50,Direct Traffic,nan,no,2025-02-10 23:25:50+00:00,2025-02-11 04:55:50+05:30,2025-02-10,23,Monday,0
94174,2025-02-10 21:36:11,Display Ads,Brand Awareness,yes,2025-02-10 21:36:11+00:00,2025-02-11 03:06:11+05:30,2025-02-10,21,Monday,1
72741,2025-02-11 13:15:16,Display Ads,nan,no,2025-02-11 13:15:16+00:00,2025-02-11 18:45:16+05:30,2025-02-11,13,Tuesday,0
17708,2025-02-10 14:13:41,Direct Traffic,nan,no,2025-02-10 14:13:41+00:00,2025-02-10 19:43:41+05:30,2025-02-10,14,Monday,0
67722,2025-02-10 19:28:49,Display Ads,Brand Awareness,no,2025-02-10 19:28:49+00:00,2025-02-11 00:58:49+05:30,2025-02-10,19,Monday,0
90253,2025-02-11 12:06:26,Direct Traffic,nan,yes,2025-02-11 12:06:26+00:00,2025-02-11 17:36:26+05:30,2025-02-11,12,Tuesday,1
16311,2025-02-11 22:17:28,Social Media,nan,yes,2025-02-11 22:17:28+00:00,2025-02-12 03:47:28+05:30,2025-02-11,22,Tuesday,1
32391,2025-02-11 11:41:06,Search Ads,nan,no,2025-02-11 11:41:06+00:00,2025-02-11 17:11:06+05:30,2025-02-11,11,Tuesday,0
73105,2025-02-11 11:11:30,Display Ads,nan,yes,2025-02-11 11:11:30+00:00,2025-02-11 16:41:30+05:30,2025-02-11,11,Tuesday,1
79941,2025-02-11 15:18:29,Email,Brand Awareness,no,2025-02-11 15:18:29+00:00,2025-02-11 20:48:29+05:30,2025-02-11,15,Tuesday,0
96015,2025-02-10 07:40:35,Search Ads,Brand Awareness,no,2025-02-10 07:40:35+00:00,2025-02-10 13:10:35+05:30,2025-02-10,7,Monday,0
54874,2025-02-10 20:07:19,Search Ads,Retargeting,no,2025-02-10 20:07:19+00:00,2025-02-11 01:37:19+05:30,2025-02-10,20,Monday,0
37162,2025-02-11 23:24:13,Direct Traffic,nan,no,2025-02-11 23:24:13+00:00,2025-02-12 04:54:13+05:30,2025-02-11,23,Tuesday,0
58969,2025-02-10 20:31:07,Display Ads,Brand Awareness,no,2025-02-10 20:31:07+00:00,2025-02-11 02:01:07+05:30,2025-02-10,20,Monday,0
67211,2025-02-11 05:41:12,Search Ads,New Product Launch,no,2025-02-11 05:41:12+00:00,2025-02-11 11:11:12+05:30,2025-02-11,5,Tuesday,0
81847,2025-02-11 01:51:08,Social Media,Brand Awareness,yes,2025-02-11 01:51:08+00:00,2025-02-11 07:21:08+05:30,2025-02-11,1,Tuesday,1
90088,2025-02-10 03:51:17,Social Media,New Product Launch,no,2025-02-10 03:51:17+00:00,2025-02-10 09:21:17+05:30,2025-02-10,3,Monday,0
95590,2025-02-11 15:21:59,Referral,Discount Offer,yes,2025-02-11 15:21:59+00:00,2025-02-11 20:51:59+05:30,2025-02-11,15,Tuesday,1
21995,2025-02-11 05:24:48,Direct Traffic,nan,no,2025-02-11 05:24:48+00:00,2025-02-11 10:54:48+05:30,2025-02-11,5,Tuesday,0
30155,2025-02-10 21:55:41,Social Media,nan,no,2025-02-10 21:55:41+00:00,2025-02-11 03:25:41+05:30,2025-02-10,21,Monday,0
85049,2025-02-11 04:51:15,Social Media,Retargeting,yes,2025-02-11 04:51:15+00:00,2025-02-11 10:21:15+05:30,2025-02-11,4,Tuesday,1
67211,2025-02-11 12:24:54,Social Media,Winter Sale,yes,2025-02-11 12:24:54+00:00,2025-02-11 17:54:54+05:30,2025-02-11,12,Tuesday,1
83035,2025-02-11 02:33:02,Email,Winter Sale,no,2025-02-11 02:33:02+00:00,2025-02-11 08:03:02+05:30,2025-02-11,2,Tuesday,0
73105,2025-02-11 17:13:10,Display Ads,nan,yes,2025-02-11 17:13:10+00:00,2025-02-11 22:43:10+05:30,2025-02-11,17,Tuesday,1
63337,2025-02-11 22:03:57,Search Ads,New Product Launch,no,2025-02-11 22:03:57+00:00,2025-02-12 03:33:57+05:30,2025-02-11,22,Tuesday,0
26185,2025-02-11 16:40:38,Social Media,Winter Sale,no,2025-02-11 16:40:38+00:00,2025-02-11 22:10:38+05:30,2025-02-11,16,Tuesday,0
58797,2025-02-10 20:15:39,Social Media,nan,no,2025-02-10 20:15:39+00:00,2025-02-11 01:45:39+05:30,2025-02-10,20,Monday,0
67935,2025-02-10 22:15:53,Display Ads,Winter Sale,yes,2025-02-10 22:15:53+00:00,2025-02-11 03:45:53+05:30,2025-02-10,22,Monday,1
81888,2025-02-11 00:28:45,Email,Retargeting,yes,2025-02-11 00:28:45+00:00,2025-02-11 05:58:45+05:30,2025-02-11,0,Tuesday,1
42030,2025-02-11 06:17:27,Search Ads,New Product Launch,no,2025-02-11 06:17:27+00:00,2025-02-11 11:47:27+05:30,2025-02-11,6,Tuesday,0
94486,2025-02-11 11:12:15,Social Media,Retargeting,no,2025-02-11 11:12:15+00:00,2025-02-11 16:42:15+05:30,2025-02-11,11,Tuesday,0
55829,2025-02-11 04:46:30,Social Media,Retargeting,yes,2025-02-11 04:46:30+00:00,2025-02-11 10:16:30+05:30,2025-02-11,4,Tuesday,1
50840,2025-02-10 17:42:31,Display Ads,Discount Offer,yes,2025-02-10 17:42:31+00:00,2025-02-10 23:12:31+05:30,2025-02-10,17,Monday,1
76871,2025-02-10 09:24:50,Direct Traffic,nan,no,2025-02-10 09:24:50+00:00,2025-02-10 14:54:50+05:30,2025-02-10,9,Monday,0
25845,2025-02-10 00:34:48,Referral,Retargeting,yes,2025-02-10 00:34:48+00:00,2025-02-10 06:04:48+05:30,2025-02-10,0,Monday,1
32160,2025-02-11 07:51:34,Referral,Discount Offer,no,2025-02-11 07:51:34+00:00,2025-02-11 13:21:34+05:30,2025-02-11,7,Tuesday,0
43175,2025-02-11 22:13:55,Email,Discount Offer,yes,2025-02-11 22:13:55+00:00,2025-02-12 03:43:55+05:30,2025-02-11,22,Tuesday,1
83965,2025-02-10 12:36:10,Direct Traffic,nan,no,2025-02-10 12:36:10+00:00,2025-02-10 18:06:10+05:30,2025-02-10,12,Monday,0
47781,2025-02-10 03:03:53,Direct Traffic,nan,yes,2025-02-10 03:03:53+00:00,2025-02-10 08:33:53+05:30,2025-02-10,3,Monday,1
45812,2025-02-11 06:37:42,Display Ads,Retargeting,yes,2025-02-11 06:37:42+00:00,2025-02-11 12:07:42+05:30,2025-02-11,6,Tuesday,1
45622,2025-02-11 18:43:58,Social Media,New Product Launch,yes,2025-02-11 18:43:58+00:00,2025-02-12 00:13:58+05:30,2025-02-11,18,Tuesday,1
55079,2025-02-11 21:05:09,Direct Traffic,nan,yes,2025-02-11 21:05:09+00:00,2025-02-12 02:35:09+05:30,2025-02-11,21,Tuesday,1
60226,2025-02-10 06:16:24,Search Ads,New Product Launch,no,2025-02-10 06:16:24+00:00,2025-02-10 11:46:24+05:30,2025-02-10,6,Monday,0
52130,2025-02-11 19:13:03,Direct Traffic,nan,no,2025-02-11 19:13:03+00:00,2025-02-12 00:43:03+05:30,2025-02-11,19,Tuesday,0
96142,2025-02-10 21:25:45,Search Ads,Brand Awareness,yes,2025-02-10 21:25:45+00:00,2025-02-11 02:55:45+05:30,2025-02-10,21,Monday,1
69602,2025-02-10 20:33:09,Referral,Retargeting,no,2025-02-10 20:33:09+00:00,2025-02-11 02:03:09+05:30,2025-02-10,20,Monday,0
61352,2025-02-10 12:07:40,Social Media,Retargeting,yes,2025-02-10 12:07:40+00:00,2025-02-10 17:37:40+05:30,2025-02-10,12,Monday,1
93270,2025-02-10 00:19:27,Email,Discount Offer,yes,2025-02-10 00:19:27+00:00,2025-02-10 05:49:27+05:30,2025-02-10,0,Monday,1
35887,2025-02-10 14:37:34,Social Media,Discount Offer,yes,2025-02-10 14:37:34+00:00,2025-02-10 20:07:34+05:30,2025-02-10,14,Monday,1
74629,2025-02-10 05:43:18,Direct Traffic,nan,yes,2025-02-10 05:43:18+00:00,2025-02-10 11:13:18+05:30,2025-02-10,5,Monday,1
37380,2025-02-10 07:38:08,Display Ads,Brand Awareness,no,2025-02-10 07:38:08+00:00,2025-02-10 13:08:08+05:30,2025-02-10,7,Monday,0
10698,2025-02-10 02:15:56,Referral,New Product Launch,no,2025-02-10 02:15:56+00:00,2025-02-10 07:45:56+05:30,2025-02-10,2,Monday,0
67893,2025-02-11 23:59:58,Search Ads,New Product Launch,yes,2025-02-11 23:59:58+00:00,2025-02-12 05:29:58+05:30,2025-02-11,23,Tuesday,1
78241,2025-02-11 02:04:10,Display Ads,New Product Launch,yes,2025-02-11 02:04:10+00:00,2025-02-11 07:34:10+05:30,2025-02-11,2,Tuesday,1
88708,2025-02-10 01:52:09,Display Ads,New Product Launch,no,2025-02-10 01:52:09+00:00,2025-02-10 07:22:09+05:30,2025-02-10,1,Monday,0
18572,2025-02-11 12:59:06,Direct Traffic,nan,no,2025-02-11 12:59:06+00:00,2025-02-11 18:29:06+05:30,2025-02-11,12,Tuesday,0
43361,2025-02-10 00:16:55,Search Ads,Winter Sale,no,2025-02-10 00:16:55+00:00,2025-02-10 05:46:55+05:30,2025-02-10,0,Monday,0
67809,2025-02-11 09:45:56,Referral,Retargeting,no,2025-02-11 09:45:56+00:00,2025-02-11 15:15:56+05:30,2025-02-11,9,Tuesday,0
18348,2025-02-10 09:50:09,Display Ads,Winter Sale,yes,2025-02-10 09:50:09+00:00,2025-02-10 15:20:09+05:30,2025-02-10,9,Monday,1
64907,2025-02-10 14:12:25,Email,Discount Offer,yes,2025-02-10 14:12:25+00:00,2025-02-10 19:42:25+05:30,2025-02-10,14,Monday,1
28998,2025-02-11 23:06:24,Email,Brand Awareness,no,2025-02-11 23:06:24+00:00,2025-02-12 04:36:24+05:30,2025-02-11,23,Tuesday,0
55631,2025-02-11 19:24:42,Search Ads,New Product Launch,no,2025-02-11 19:24:42+00:00,2025-02-12 00:54:42+05:30,2025-02-11,19,Tuesday,0
14398,2025-02-10 12:08:30,Direct Traffic,nan,no,2025-02-10 12:08:30+00:00,2025-02-10 17:38:30+05:30,2025-02-10,12,Monday,0
73835,2025-02-10 02:57:28,Direct Traffic,nan,no,2025-02-10 02:57:28+00:00,2025-02-10 08:27:28+05:30,2025-02-10,2,Monday,0
38175,2025-02-11 10:40:09,Social Media,Discount Offer,no,2025-02-11 10:40:09+00:00,2025-02-11 16:10:09+05:30,2025-02-11,10,Tuesday,0
38857,2025-02-10 20:17:57,Search Ads,Retargeting,yes,2025-02-10 20:17:57+00:00,2025-02-11 01:47:57+05:30,2025-02-10,20,Monday,1
23279,2025-02-11 20:11:11,Email,Retargeting,yes,2025-02-11 20:11:11+00:00,2025-02-12 01:41:11+05:30,2025-02-11,20,Tuesday,1
82446,2025-02-11 02:49:44,Social Media,Brand Awareness,no,2025-02-11 02:49:44+00:00,2025-02-11 08:19:44+05:30,2025-02-11,2,Tuesday,0
73029,2025-02-10 10:16:48,Email,nan,no,2025-02-10 10:16:48+00:00,2025-02-10 15:46:48+05:30,2025-02-10,10,Monday,0
64228,2025-02-10 14:34:15,Email,Retargeting,yes,2025-02-10 14:34:15+00:00,2025-02-10 20:04:15+05:30,2025-02-10,14,Monday,1
87642,2025-02-10 11:20:03,Search Ads,Discount Offer,no,2025-02-10 11:20:03+00:00,2025-02-10 16:50:03+05:30,2025-02-10,11,Monday,0
11780,2025-02-10 15:07:44,Display Ads,Brand Awareness,no,2025-02-10 15:07:44+00:00,2025-02-10 20:37:44+05:30,2025-02-10,15,Monday,0
30429,2025-02-11 02:34:06,Display Ads,nan,no,2025-02-11 02:34:06+00:00,2025-02-11 08:04:06+05:30,2025-02-11,2,Tuesday,0
11209,2025-02-10 22:14:31,Email,Winter Sale,no,2025-02-10 22:14:31+00:00,2025-02-11 03:44:31+05:30,2025-02-10,22,Monday,0
51437,2025-02-10 22:29:41,Referral,Winter Sale,yes,2025-02-10 22:29:41+00:00,2025-02-11 03:59:41+05:30,2025-02-10,22,Monday,1
90848,2025-02-10 01:12:15,Referral,Retargeting,no,2025-02-10 01:12:15+00:00,2025-02-10 06:42:15+05:30,2025-02-10,1,Monday,0
49394,2025-02-11 16:46:43,Email,Winter Sale,yes,2025-02-11 16:46:43+00:00,2025-02-11 22:16:43+05:30,2025-02-11,16,Tuesday,1
57108,2025-02-10 00:57:00,Direct Traffic,nan,yes,2025-02-10 00:57:00+00:00,2025-02-10 06:27:00+05:30,2025-02-10,0,Monday,1
83035,2025-02-11 21:18:22,Email,Discount Offer,no,2025-02-11 21:18:22+00:00,2025-02-12 02:48:22+05:30,2025-02-11,21,Tuesday,0
50295,2025-02-10 01:04:56,Social Media,Discount Offer,no,2025-02-10 01:04:56+00:00,2025-02-10 06:34:56+05:30,2025-02-10,1,Monday,0
28194,2025-02-10 11:40:24,Social Media,Brand Awareness,yes,2025-02-10 11:40:24+00:00,2025-02-10 17:10:24+05:30,2025-02-10,11,Monday,1
40130,2025-02-11 01:58:44,Referral,Winter Sale,yes,2025-02-11 01:58:44+00:00,2025-02-11 07:28:44+05:30,2025-02-11,1,Tuesday,1
17879,2025-02-11 23:08:01,Referral,Retargeting,no,2025-02-11 23:08:01+00:00,2025-02-12 04:38:01+05:30,2025-02-11,23,Tuesday,0
80960,2025-02-11 22:36:11,Search Ads,Retargeting,no,2025-02-11 22:36:11+00:00,2025-02-12 04:06:11+05:30,2025-02-11,22,Tuesday,0
49913,2025-02-10 18:37:47,Email,Discount Offer,yes,2025-02-10 18:37:47+00:00,2025-02-11 00:07:47+05:30,2025-02-10,18,Monday,1
15418,2025-02-11 02:57:36,Email,New Product Launch,no,2025-02-11 02:57:36+00:00,2025-02-11 08:27:36+05:30,2025-02-11,2,Tuesday,0
60973,2025-02-10 05:22:22,Referral,New Product Launch,no,2025-02-10 05:22:22+00:00,2025-02-10 10:52:22+05:30,2025-02-10,5,Monday,0
22755,2025-02-10 09:50:14,Social Media,nan,no,2025-02-10 09:50:14+00:00,2025-02-10 15:20:14+05:30,2025-02-10,9,Monday,0
34938,2025-02-10 02:32:43,Direct Traffic,nan,yes,2025-02-10 02:32:43+00:00,2025-02-10 08:02:43+05:30,2025-02-10,2,Monday,1
30521,2025-02-10 00:01:45,Display Ads,Discount Offer,yes,2025-02-10 00:01:45+00:00,2025-02-10 05:31:45+05:30,2025-02-10,0,Monday,1
78560,2025-02-10 09:46:43,Referral,Retargeting,no,2025-02-10 09:46:43+00:00,2025-02-10 15:16:43+05:30,2025-02-10,9,Monday,0
42806,2025-02-11 05:45:28,Social Media,Winter Sale,no,2025-02-11 05:45:28+00:00,2025-02-11 11:15:28+05:30,2025-02-11,5,Tuesday,0
54089,2025-02-10 21:42:44,Direct Traffic,nan,yes,2025-02-10 21:42:44+00:00,2025-02-11 03:12:44+05:30,2025-02-10,21,Monday,1
35337,2025-02-10 16:30:10,Direct Traffic,nan,yes,2025-02-10 16:30:10+00:00,2025-02-10 22:00:10+05:30,2025-02-10,16,Monday,1
28289,2025-02-10 22:34:54,Search Ads,New Product Launch,yes,2025-02-10 22:34:54+00:00,2025-02-11 04:04:54+05:30,2025-02-10,22,Monday,1
25172,2025-02-11 08:13:42,Referral,Brand Awareness,no,2025-02-11 08:13:42+00:00,2025-02-11 13:43:42+05:30,2025-02-11,8,Tuesday,0
98219,2025-02-10 06:57:56,Search Ads,Retargeting,no,2025-02-10 06:57:56+00:00,2025-02-10 12:27:56+05:30,2025-02-10,6,Monday,0
49456,2025-02-11 11:01:05,Referral,nan,no,2025-02-11 11:01:05+00:00,2025-02-11 16:31:05+05:30,2025-02-11,11,Tuesday,0
